SKU,Type,Item Name,Invoice Type,Quantity,Gross Amount,Discounts,Net Amount,Taxes,Avg Gross Amount,Avg Discounts,Avg Net Amount,Materials Cost,Avg Materials Cost,Supplies Cost,Avg Supplies Cost,Gross Margin,Item Tax Code,Nature of Item,Category,Subcategory,Item Tags,Item Brand,Account Name,Item Group Name,Variant(s),Measuring Unit,Level Hierarchy 1
28EL,Item,Eggless Opera (1 Pcs),Sale,16,1371.38,0,1371.38,68.59,85.71,0,85.71,800.1,50.01,0,0,41.66%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Opera,1 Pcs,ea,
2EL,Item,Eggless Pineapple Pastry (1 Pcs),Sale,73,4264.7,0,4264.7,213.2,58.42,0,58.42,1849.5,25.34,0,0,56.63%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Pineapple Pastry,1 Pcs,ea,
3,Item,White Forest (1 Pcs),Sale,112,6426.5,0,6426.5,321.32,57.38,0,57.38,2499.39,22.32,0,0,61.11%,19059010,Goods,Cakes,Regular Cakes,"Non-vegetarian,Dessert",,,White Forest,1 Pcs,ea,
30,Item,Triple Queen (1 Pcs),Sale,66,5342.76,0,5342.76,267.16,80.95,0,80.95,2052.75,31.1,0,0,61.58%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Triple Queen,1 Pcs,ea,
3005,Item,Doughnut (Plain 2pcs),Sale,8,495.25,0,495.25,24.78,61.91,0,61.91,259.98,32.5,0,0,47.51%,19059090,Goods,Doughnuts,,"Vegetarian,Dessert",,,Doughnut,Plain 2pcs,ea,
304,Item,Veg Puff,Sale,629,18150.9,-122.86,18028.04,901.44,28.86,-0.2,28.66,10561.9,16.79,0,0,41.41%,19059090,Goods,Snacks,Puffs,"Vegetarian,Dessert",,,Veg Puff,,ea,
305,Item,Egg Puff,Sale,558,19208.89,-118.33,19090.56,954.61,34.42,-0.21,34.21,10885.78,19.51,0,0,42.98%,19059090,Goods,Snacks,Puffs,"Non-vegetarian,Fast food",,,Egg Puff,,ea,
306,Item,Chicken Puff,Sale,510,20334.26,-306.66,20027.6,1001.35,39.87,-0.6,39.27,11310.27,22.18,0,0,43.53%,19059090,Goods,Snacks,Puffs,"Non-vegetarian,Fast food",,,Chicken Puff,,ea,
307,Item,Veg Pizza,Sale,164,7112.46,-85.71,7026.75,351.37,43.37,-0.52,42.85,4009.64,24.45,0,0,42.94%,19059030,Goods,Snacks,Pizzas,"Vegetarian,Dessert",,,Veg Pizza,,ea,
308,Item,Chicken Burger,Sale,96,7045.81,-10.71,7035.1,351.73,73.39,-0.11,73.28,3112.02,32.42,0,0,55.76%,19059090,Goods,Snacks,Burgers,"Non-vegetarian,Fast food",,,Chicken Burger,,ea,
309,Item,Veg Burger,Sale,134,7018.93,-41.91,6977.02,348.92,52.38,-0.31,52.07,3352.47,25.02,0,0,51.95%,19059090,Goods,Snacks,Burgers,"Vegetarian,Dessert",,,Veg Burger,,ea,
30EL,Item,Eggless Triple Queen (1 Pcs),Sale,26,2270.39,0,2270.39,113.53,87.32,0,87.32,1019.87,39.23,0,0,55.08%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Triple Queen,1 Pcs,ea,
31,Item,Pineapple Tidbits (1 Pcs),Sale,50,3809.5,0,3809.5,190.5,76.19,0,76.19,1681.81,33.64,0,0,55.85%,19059010,Goods,Cakes,Exotic Fruitz,"Non-vegetarian,Dessert",,,Pineapple Tidbits,1 Pcs,ea,
312,Item,Chicken Sandwich,Sale,438,10645.75,-19.75,10626,531.31,24.31,-0.05,24.26,4874.24,11.13,0,0,54.13%,19059090,Goods,Snacks,Sandwiches,"Non-vegetarian,Fast food",,,Chicken Sandwich,,ea,
313,Item,Chicken Samosa,Sale,631,21162.78,-3145.24,18017.54,900.89,33.54,-4.98,28.55,11793.3,18.69,0,0,34.55%,19059030,Goods,Snacks,Samosas,"Non-vegetarian,Fast food",,,Chicken Samosa,,ea,
314,Item,Veg Samosa,Sale,537,15462.58,-572.32,14890.26,744.5,28.79,-1.07,27.73,8535.72,15.9,0,0,42.68%,19059030,Goods,Snacks,Samosas,"Vegetarian,Dessert",,,Veg Samosa,,ea,
316,Item,Bread (Sweet bread),Sale,106,5830,-5.5,5824.5,0,55,-0.05,54.95,3888.5,36.68,0,0,33.24%,19054000,Service,Breads,,"Vegetarian,Dessert",,,Bread,Sweet bread,ea,
317,Item,Apple Pie,Sale,25,1113.36,0,1113.36,55.67,44.53,0,44.53,0,0,0,0,100%,19059090,Goods,Dry Items,Others,"Dessert,Non-vegetarian",,,Apple Pie,,ea,
31EL,Item,Eggless Pineapple Tidbits (1 Pcs),Sale,28,2266.64,0,2266.64,113.37,80.95,0,80.95,1324.72,47.31,0,0,41.56%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Pineapple Tidbits,1 Pcs,ea,
320,Item,Choco Bar Cake,Sale,57,2453.36,-4.29,2449.07,122.44,43.04,-0.08,42.97,689.29,12.09,0,0,71.86%,18069010,Goods,Cakes,Others,"Non-vegetarian,Dessert",,,Choco Bar Cake,,ea,
321,Item,Chocolate Eclair,Sale,56,2400.06,0,2400.06,119.99,42.86,0,42.86,1388.24,24.79,0,0,42.16%,19059090,Goods,"Cup Cakes, Tarts, Eclair",,"Dessert,Non-vegetarian",,,Chocolate Eclair,,ea,
322,Item,Bread Rusk,Sale,11,681.01,0,681.01,34.08,61.91,0,61.91,389.97,35.45,0,0,42.74%,19054000,Goods,Dry Items,Rusk,"Vegetarian,Dessert",,,Bread Rusk,,ea,
322V,Item,Vanilla Cake Rusk 100Gm,Sale,18,1457.1,0,1457.1,72.9,80.95,0,80.95,793.38,44.08,0,0,45.55%,19059090,Goods,Dry Items,Rusk,"Non-vegetarian,Dessert",,,Vanilla Cake Rusk 100Gm,,ea,
324,Item,Japonaise Cake,Sale,60,3204.7,0,3204.7,160.3,53.41,0,53.41,1963.3,32.72,0,0,38.74%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Non-vegetarian,Dessert",,,Japonaise Cake,,ea,
325B,Item,Mixture Big 200gms,Sale,10,809.5,0,809.5,40.5,80.95,0,80.95,510.03,51,0,0,36.99%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Mixture Big 200gms,,ea,
325BB,Item,Mixture Bombay 200gms,Sale,3,242.85,0,242.85,12.15,80.95,0,80.95,113.34,37.78,0,0,53.33%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Mixture Bombay 200gms,,ea,
325M,Item,Mixture Medium 200gms,Sale,2,161.9,0,161.9,8.1,80.95,0,80.95,0,0,0,0,100%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Mixture Medium 200gms,,ea,
330,Item,Doughnut (Choc),Sale,195,8357.28,-5.14,8352.14,417.63,42.86,-0.03,42.83,3965.47,20.34,0,0,52.52%,19059090,Goods,Doughnuts,,"Vegetarian,Dessert",,,Doughnut,Choc,ea,
330OM,Item,Chocolate Doughnut,Sale,10,485.7,0,485.7,24.3,48.57,0,48.57,216.7,21.67,0,0,55.38%,19059090,Goods,Online Menu,,"Dessert,Vegetarian",,,Chocolate Doughnut,,ea,
330POM,Item,Pineapple Doughnut,Sale,1,53.33,0,53.33,2.67,53.33,0,53.33,0,0,0,0,100%,19059090,Goods,Online Menu,,"Dessert,Vegetarian",,,Pineapple Doughnut,,ea,
330W,Item,Doughnut (White),Sale,154,7333.47,-35.71,7297.76,364.82,47.62,-0.23,47.39,3480.96,22.6,0,0,52.30%,19059090,Goods,Doughnuts,,"Vegetarian,Dessert",,,Doughnut,White,ea,
330WOM,Item,White Doughnut,Sale,3,159.99,0,159.99,8,53.33,0,53.33,71.73,23.91,0,0,55.17%,19059090,Goods,Online Menu,,"Dessert,Vegetarian",,,White Doughnut,,ea,
331,Item,Doughnut (Rich Choco fill ),Sale,64,3962.16,-12.38,3949.78,197.53,61.91,-0.19,61.72,1416.71,22.14,0,0,64.13%,19059090,Goods,Doughnuts,,"Vegetarian,Dessert",,,Doughnut,Rich Choco fill ,ea,
331OM,Item,Rich Choco fill Doughnut,Sale,8,563.84,0,563.84,28.17,70.48,0,70.48,188.2,23.53,0,0,66.62%,19059090,Goods,Online Menu,,"Dessert,Vegetarian",,,Rich Choco fill Doughnut,,ea,
337,Item,Bread Veg Sandwich,Sale,44,2933.47,0,2933.47,146.63,66.67,0,66.67,1528.32,34.73,0,0,47.90%,19059090,Goods,Snacks,Sandwiches,"Vegetarian,Dessert",,,Bread Veg Sandwich,,ea,
337a,Item,Bread Veg Sandwich Pc,Sale,1,33.33,0,33.33,1.67,33.33,0,33.33,0,0,0,0,100%,19059090,Goods,Special Order,,"Vegetarian,Dessert",,,Bread Veg Sandwich Pc,,ea,
338,Item,Bread Chicken Sandwich,Sale,22,2409.44,0,2409.44,120.5,109.52,0,109.52,733.97,33.36,0,0,69.54%,19059090,Goods,Snacks,Sandwiches,"Non-vegetarian,Fast food",,,Bread Chicken Sandwich,,ea,
34,Item,Chocolate Almond Pastry (2 Kg),Sale,2,3695.24,0,3695.24,184.76,1847.62,0,1847.62,2180.34,1090.17,0,0,41%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Chocolate Almond Pastry,2 Kg,ea,
347,Item,Veg Sandwich,Sale,630,12195.72,-68.43,12127.29,606.36,19.36,-0.11,19.25,6108.63,9.7,0,0,49.63%,19059090,Goods,Snacks,Sandwiches,"Vegetarian,Dessert",,,Veg Sandwich,,ea,
355,Item,Banana Chips Plain 200gms,Sale,29,2900,-58.1,2841.9,142.1,100,-2,98,1820,62.76,0,0,35.96%,21069099,Goods,Mixture and Chips,,"Vegetarian,Dessert",,,Banana Chips Plain 200gms,,ea,
36,Item,Classic Black Forest (1 Pcs),Sale,34,2428.61,0,2428.61,121.41,71.43,0,71.43,1306.63,38.43,0,0,46.20%,19059010,Goods,Cakes,Exotic Fruitz,"Non-vegetarian,Dessert",,,Classic Black Forest,1 Pcs,ea,
364,Item,Bread Multigrain (Multi grain bread),Sale,48,3120,0,3120,0,65,0,65,2002,41.71,0,0,35.83%,19054000,Goods,Breads,,"Vegetarian,Dessert",,,Bread Multigrain,Multi grain bread,ea,
365,Item,Bread High Fiber,Sale,66,4290,0,4290,0,65,0,65,2775.5,42.05,0,0,35.30%,19054000,Goods,Breads,,"Vegetarian,Dessert",,,Bread High Fiber,,ea,
37,Item,Rich Plum Cake (1/4 Kg),Sale,317,58871.08,-1831.74,57039.34,2851.98,185.71,-5.78,179.93,34929.06,110.19,0,0,38.76%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Rich Plum Cake,1/4 Kg,ea,
373,Item,Chocolate Truffle (1.5 Kg),Sale,1,1271.43,0,1271.43,63.57,1271.43,0,1271.43,807.03,807.03,0,0,36.53%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Dessert",,,Chocolate Truffle,1.5 Kg,ea,
374,Item,Chocolate Truffle (2 Kg),Sale,2,3390.48,-253.95,3136.53,156.82,1695.24,-126.98,1568.27,2070.04,1035.02,0,0,34%,19059010,Goods,Cakes,Premium Cakes,"Non-vegetarian,Dessert",,,Chocolate Truffle,2 Kg,ea,
3EL,Item,Eggless White Forest (1 Pcs),Sale,70,4364.11,0,4364.11,218.28,62.34,0,62.34,1711.03,24.44,0,0,60.79%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless White Forest,1 Pcs,ea,
4,Item,Chocolate Cheese Mousse (1 Pcs),Sale,114,8685.66,0,8685.66,434.34,76.19,0,76.19,4215.17,36.98,0,0,51.47%,19059010,Goods,Cakes,Mousse & Cheese Cakes,"Non-vegetarian,Dessert",,,Chocolate Cheese Mousse,1 Pcs,ea,
41,Item,Rich Plum Cake (1 Pcs with wrap),Sale,26,990.51,-11.43,979.08,48.94,38.1,-0.44,37.66,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Rich Plum Cake,1 Pcs with wrap,ea,
4179,Item,Choco Chip Cookies (150 Gm),Sale,9,1028.6,0,1028.6,51.41,114.29,0,114.29,560,62.22,0,0,45.56%,19053100,Goods,Cookies,With Egg,"Dessert,Non-vegetarian",,,Choco Chip Cookies,150 Gm,ea,
41a,Item,Rich Plum Cake (1 Pcs),Sale,5,185.7,0,185.7,9.29,37.14,0,37.14,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Rich Plum Cake,1 Pcs,ea,
451,Item,Home Made Choc (10),Sale,4,38.1,0,38.1,1.91,9.53,0,9.53,0,0,0,0,100%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,Home Made Choc,10,ea,
466,Add On,Butter Toffy,Sale,2,66.67,0,66.67,3.33,33.34,0,33.34,53.34,26.67,0,0,19.99%,18069010,Goods,Dry Items,Others,,,,Butter Toffy,,ea,
466,Item,Butter Toffy,Sale,95,3166.57,-3.33,3163.24,158.18,33.33,-0.04,33.3,1620,17.05,0,0,48.79%,18069010,Goods,Dry Items,Others,"Vegetarian,Dessert",,,Butter Toffy,,ea,
4764,Item,Masala Cookies (150 Gm),Sale,2,161.9,0,161.9,8.1,80.95,0,80.95,56.67,28.34,0,0,65%,19059020,Goods,Cookies,With Egg,"Dessert,Vegetarian",,,Masala Cookies,150 Gm,ea,
4765,Item,Salt Cookies (150 Gm),Sale,7,500.01,0,500.01,24.99,71.43,0,71.43,250,35.71,0,0,50%,19059020,Goods,Cookies,With Egg,"Dessert,Vegetarian",,,Salt Cookies,150 Gm,ea,
480,Item,IMP HMC (Almond),Sale,1.33,1266.61,0,1266.61,63.37,952.34,0,952.34,504.7,379.47,0,0,60.15%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Almond,kg,
483,Item,IMP HMC (Crispy),Sale,0.52,495.22,0,495.22,24.8,952.35,0,952.35,152.34,292.96,0,0,69.24%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Crispy,kg,
484,Item,IMP HMC (Dark),Sale,0.88,838.1,0,838.1,41.92,952.39,0,952.39,271.41,308.42,0,0,67.62%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Dark,kg,
485,Item,IMP HMC (Galaxy ),Sale,0.93,880.94,-1.43,879.51,44.02,947.25,-1.54,945.71,383.28,412.13,0,0,56.42%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Galaxy ,kg,
487,Item,IMP HMC (Mango ),Sale,0.03,28.57,0,28.57,1.43,952.33,0,952.33,0,0,0,0,100%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Mango ,kg,
488,Item,IMP HMC (Orange ),Sale,0.03,28.57,0,28.57,1.43,952.33,0,952.33,0,0,0,0,100%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Orange ,kg,
4906,Item,Fancy Candle (Number 6),Sale,1,19.05,0,19.05,0.95,19.05,0,19.05,0,0,0,0,100%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Fancy Candle,Number 6,ea,
4909,Item,Fancy Candle (Number 9),Sale,1,19.05,-1.9,17.15,0.86,19.05,-1.9,17.15,0,0,0,0,100%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Fancy Candle,Number 9,ea,
4911,Item,Fancy Candle (Number 1),Sale,2,38.1,0,38.1,1.9,19.05,0,19.05,0,0,0,0,100%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Fancy Candle,Number 1,ea,
493,Item,IMP HMC (White ),Sale,0.4,380.95,0,380.95,19.06,952.37,0,952.37,161.87,404.68,0,0,57.51%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,White ,kg,
493OM,Item,IMP HMC White 100gms,Sale,1,95.24,0,95.24,4.76,95.24,0,95.24,47.62,47.62,0,0,50%,18069010,Goods,Online Menu,HMC Chocolates,"Vegetarian,Dessert",,,IMP HMC White 100gms,,ea,
494,Item,IMP HMC (Assorted),Sale,0.57,542.82,-0.48,542.34,27.13,952.32,-0.84,951.47,0,0,0,0,100%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Assorted,kg,
495,Item,IMP HMC (Milk ),Sale,1.18,1123.8,0,1123.8,56.2,952.37,0,952.37,409.48,347.02,0,0,63.56%,18069010,Goods,Imp Hmc Chocolate,,"Vegetarian,Dessert",,,IMP HMC,Milk ,kg,
4953,Item,Ammas Water Bottle (1 Ltr),Sale,24,525.79,0,525.79,26.36,21.91,0,21.91,328.8,13.7,0,0,37.47%,22011010,Goods,Water,,"Vegetarian,Beverage",,,Ammas Water Bottle,1 Ltr,ea,
4954,Item,Ammas Water Bottle (500 Ml),Sale,70,933.13,0,933.13,46.75,13.33,0,13.33,533.75,7.63,0,0,42.80%,22011010,Goods,Water,,"Vegetarian,Beverage",,,Ammas Water Bottle,500 Ml,ea,
4994,Item,Customize Design Cake Charges,Sale,2,1142.86,0,1142.86,57.14,571.43,0,571.43,0,0,0,0,100%,19054000,Goods,Miscellaneous,,"Vegetarian,Dessert",,,Customize Design Cake Charges,,kg,
4EL,Item,Eggless Chocolate Cheese Mousse (1 Pcs),Sale,41,3357.1,-4.05,3353.05,167.7,81.88,-0.1,81.78,1578.69,38.5,0,0,52.92%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Chocolate Cheese Mousse,1 Pcs,ea,
4OM,Item,Chocolate Cheese Mousse (1 Pcs),Sale,2,152.38,0,152.38,7.62,76.19,0,76.19,87.05,43.53,0,0,42.87%,19059010,Goods,Online Menu,Mousse & Cheese Cakes,"Non-vegetarian,Dessert",,,Chocolate Cheese Mousse,1 Pcs,ea,
5,Item,Chocolate Mousse (1 Pcs),Sale,90,6428.7,0,6428.7,321.36,71.43,0,71.43,3089.1,34.32,0,0,51.95%,19059010,Goods,Cakes,Mousse & Cheese Cakes,"Non-vegetarian,Dessert",,,Chocolate Mousse,1 Pcs,ea,
50,Item,Blueberry Mousse Cheese (1 Pcs),Sale,48,4571.51,-9.52,4561.99,228.09,95.24,-0.2,95.04,1923.88,40.08,0,0,57.83%,19059010,Goods,Cakes,Mousse & Cheese Cakes,"Non-vegetarian,Dessert",,,Blueberry Mousse Cheese,1 Pcs,ea,
5021,Item,Eggless Rich Plum Cake(No Egg & No Wine) (1kg),Sale,2,1333.34,0,1333.34,66.67,666.67,0,666.67,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),1kg,ea,
5022,Item,Eggless Rich Plum Cake(No Egg & No Wine) (1/2kg),Sale,29,9942.88,-85.71,9857.17,492.84,342.86,-2.96,339.9,6960,240,0,0,29.39%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),1/2kg,ea,
5023,Item,Eggless Rich Plum Cake(No Egg & No Wine) (Pcs),Sale,19,651.46,0,651.46,32.56,34.29,0,34.29,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),Pcs,ea,
5024,Item,Eggless Rich Plum Cake(No Egg & No Wine) (Pcs with Wrapping),Sale,11,387.64,0,387.64,19.36,35.24,0,35.24,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),Pcs with Wrapping,ea,
5025,Item,Eggless Rich Plum Cake(No Egg & No Wine) (1/4kg),Sale,46,7885.76,-94.29,7791.47,389.55,171.43,-2.05,169.38,5587.75,121.47,0,0,28.28%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),1/4kg,ea,
5035,Item,Dates & Carrot Cake (1/4kg),Sale,5,857.15,0,857.15,42.85,171.43,0,171.43,600,120,0,0,30%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Dates & Carrot Cake,1/4kg,ea,
5036,Item,Dates & Carrot Cake (1/2kg),Sale,1,342.86,0,342.86,17.14,342.86,0,342.86,0,0,0,0,100%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Dates & Carrot Cake,1/2kg,ea,
5037,Add On,Dates & Carrot Cake (150gm),Sale,1,104.76,0,104.76,5.24,104.76,0,104.76,83.81,83.81,0,0,20%,18069010,Goods,Plum Cake,,,,,Dates & Carrot Cake,150gm,ea,
5037,Item,Dates & Carrot Cake (150gm),Sale,46,4818.97,-20.95,4798.02,239.95,104.76,-0.46,104.3,3006.53,65.36,0,0,37.34%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Dates & Carrot Cake,150gm,ea,
505,Item,Magical Candle,Sale,1,32.38,0,32.38,1.62,32.38,0,32.38,16.31,16.31,0,0,49.63%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Magical Candle,,ea,
509,Item,Shapes Per Kg,Sale,1,95.24,0,95.24,4.76,95.24,0,95.24,0,0,0,0,100%,19059010,Goods,Album,,"Vegetarian,Dessert",,,Shapes Per Kg,,kg,
509B,Item,Special Design,Sale,9925,9452.41,-391.41,9061,453.05,0.95,-0.04,0.91,0,0,0,0,100%,19059010,Goods,Others,,"Vegetarian,Dessert",,,Special Design,,ea,
50EL,Item,Eggless Blueberry Mousse Cheese (1 Pcs),Sale,13,1300,0,1300,65,100,0,100,714.68,54.98,0,0,45.02%,19059010,Goods,Eggless Cakes,,"Vegetarian,Dessert",,,Eggless Blueberry Mousse Cheese,1 Pcs,ea,
51,Item,Chocolate Chillz (1 Pcs),Sale,92,7466.55,0,7466.55,373.39,81.16,0,81.16,3530.73,38.38,0,0,52.71%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Chocolate Chillz,1 Pcs,ea,
511,Item,Snow Spray,Sale,3,203.4,0,203.4,36.6,67.8,0,67.8,137.7,45.9,0,0,32.30%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Snow Spray,,ea,
5112,Item,Rich Plum Cake (Loaf 1/2kg),Sale,22,8066.68,-112.13,7954.55,397.71,366.67,-5.1,361.57,5475.86,248.9,0,0,31.16%,19059010,Goods,Plum Cake,,"Non-vegetarian,Dessert",,,Rich Plum Cake,Loaf 1/2kg,ea,
512,Item,Party Popper,Sale,10,974.59,0,974.59,175.42,97.46,0,97.46,551.07,55.11,0,0,43.46%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Party Popper,,ea,
5126,Item,Eggless Rich Plum Cake(No Egg & No Wine) (Loaf 1/2kg),Sale,7,2400.01,-34.29,2365.72,118.28,342.86,-4.9,337.96,1680,240,0,0,28.99%,19059010,Goods,Plum Cake,,"Vegetarian,Dessert",,,Eggless Rich Plum Cake(No Egg & No Wine),Loaf 1/2kg,ea,
514,Item,Sparking Candle,Sale,27,760.02,0,760.02,37.99,28.15,0,28.15,419.64,15.54,0,0,44.79%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Sparking Candle,,ea,
5147,Item,Sandwich Bread (400 gms),Sale,7,455,0,455,0,65,0,65,273,39,0,0,40%,19054000,Goods,Breads,,"Vegetarian,Fast food",,,Sandwich Bread,400 gms,ea,
5155,Item,Pinata Cake Charges (1/2 Kg),Sale,2,666.66,0,666.66,33.34,333.33,0,333.33,0,0,0,0,100%,19059010,Goods,Cakes,Something Special,"Vegetarian,Dessert",,,Pinata Cake Charges,1/2 Kg,ea,
516,Item,Cap (Small),Sale,3,38.13,0,38.13,6.87,12.71,0,12.71,21.33,7.11,0,0,44.06%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Cap,Small,ea,
5161,Item,Russian Honey Cake (1 Kg),Sale,1,923.81,0,923.81,46.19,923.81,0,923.81,0,0,0,0,100%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Russian Honey Cake,1 Kg,ea,
5162,Item,Russian Honey Cake (1/2 Kg),Sale,1,471.43,0,471.43,23.57,471.43,0,471.43,0,0,0,0,100%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Russian Honey Cake,1/2 Kg,ea,
5163,Item,Russian Honey Cake (1 Pcs),Sale,21,1699.96,0,1699.96,85.01,80.95,0,80.95,1004.43,47.83,0,0,40.91%,19059010,Goods,Cakes,Something Special,"Non-vegetarian,Dessert",,,Russian Honey Cake,1 Pcs,ea,
517,Item,Cap (Medium),Sale,5,84.75,0,84.75,15.25,16.95,0,16.95,47.35,9.47,0,0,44.13%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Cap,Medium,ea,
518,Item,Cap (Big),Sale,5,105.94,0,105.94,19.07,21.19,0,21.19,62.95,12.59,0,0,40.58%,95059090,Goods,Birthday Items,,"Vegetarian,Dessert",,,Cap,Big,ea,
520,Item,Rotate Candle,Sale,3,228.57,0,228.57,11.43,76.19,0,76.19,163.8,54.6,0,0,28.34%,34060010,Goods,Birthday Items,,"Vegetarian,Dessert",,,Rotate Candle,,ea,
5346,Item,Eggless Cup Cake (RedVelvet (mini)),Sale,4,95.24,0,95.24,4.76,23.81,0,23.81,0,0,0,0,100%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Eggless Cup Cake,RedVelvet (mini),ea,
5346AOM,Item,Red velvet cup cake Eggless Mini (4 Pcs),Sale,10,975.26,0,975.26,48.74,97.53,0,97.53,533.44,53.34,0,0,45.30%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Red velvet cup cake Eggless Mini,4 Pcs,ea,
5346BOM,Item,Red velvet cup cake Eggless Mini (6 Pcs),Sale,5,817.14,0,817.14,40.86,163.43,0,163.43,500.1,100.02,0,0,38.80%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,"Vegetarian,Dessert",,,Red velvet cup cake Eggless Mini,6 Pcs,ea,
5346EOM,Item,Red velvet cup cake Eggless Mini (1 Pcs),Sale,69,1642.89,0,1642.89,82.13,23.81,0,23.81,950.19,13.77,0,0,42.16%,19059010,Goods,"Cup Cakes, Tarts, Eclair",,Non-vegetarian,,,Red velvet cup cake Eggless Mini,1 Pcs,ea,
5377,Item,Baked Blueberry Cheese Cake Premium (1/2 Kg),Sale,2,1923.82,0,1923.82,96.2,961.91,0,961.91,12.98,6.49,0,0,99.33%,19059010,Goods,Cheese Cake,,"Non-vegetarian,Dessert",,,Baked Blueberry Cheese Cake Premium,1/2 Kg,ea,
5423,Item,Baked Cheese Cake Premium (50gms),Sale,18,1457.12,0,1457.12,72.88,80.95,0,80.95,0,0,0,0,100%,19059010,Goods,Cheese Cake,,"Non-vegetarian,Dessert",,,Baked Cheese Cake Premium,50gms,ea,
5430,Item,Baked Blueberry Cheese Cake Premium (50gms),Sale,31,2804.84,0,2804.84,140.22,90.48,0,90.48,37.84,1.22,0,0,98.65%,19059010,Goods,Cheese Cake,,"Non-vegetarian,Dessert",,,Baked Blueberry Cheese Cake Premium,50gms,ea,
5443,Item,CREAM BROTCHEN,Sale,398,7943.32,-6.67,7936.65,396.84,19.96,-0.02,19.94,4151.6,10.43,0,0,47.69%,19054000,Goods,Snacks,,"Vegetarian,Dessert",,,CREAM BROTCHEN,,ea,
5452,Item,BC Russian Honey Cake,Sale,2,1847.62,0,1847.62,92.38,923.81,0,923.81,1049.65,524.83,0,0,43.19%,19059010,Goods,Big Cakes,,"Vegetarian,Dessert",,,BC Russian Honey Cake,,kg,
